127.0.0.1 - - [17/Jul/2022:17:19:52 +1000] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [17/Jul/2022:17:19:54 +1000] "GET /AjaxSearchExample1/AjaxSearch.jsp HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [17/Jul/2022:17:19:54 +1000] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [17/Jul/2022:17:20:39 +1000] "GET /AjaxSearchExample1/AjaxSearch2.jsp HTTP/1.1" 200 40
0:0:0:0:0:0:0:1 - - [17/Jul/2022:17:20:39 +1000] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [17/Jul/2022:17:23:16 +1000] "GET /AjaxSearchExample1/index.jsp HTTP/1.1" 200 1257
0:0:0:0:0:0:0:1 - - [17/Jul/2022:17:23:16 +1000] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [17/Jul/2022:17:23:20 +1000] "GET /AjaxSearchExample1/AjaxSearch2.jsp?val=biren1612@gmail.com HTTP/1.1" 200 50
0:0:0:0:0:0:0:1 - - [17/Jul/2022:17:23:28 +1000] "GET /AjaxSearchExample1/AjaxSearch2.jsp?val=biren11612@gmail.com HTTP/1.1" 200 66
0:0:0:0:0:0:0:1 - - [17/Jul/2022:17:24:36 +1000] "GET /AjaxSearchExample1/index.jsp HTTP/1.1" 200 1255
0:0:0:0:0:0:0:1 - - [17/Jul/2022:17:24:36 +1000] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [17/Jul/2022:17:24:40 +1000] "GET /AjaxSearchExample1/AjaxSearch2.jsp?val=m HTTP/1.1" 200 66
0:0:0:0:0:0:0:1 - - [17/Jul/2022:17:24:42 +1000] "GET /AjaxSearchExample1/AjaxSearch2.jsp?val=me HTTP/1.1" 200 66
0:0:0:0:0:0:0:1 - - [17/Jul/2022:17:24:42 +1000] "GET /AjaxSearchExample1/AjaxSearch2.jsp?val=men HTTP/1.1" 200 66
0:0:0:0:0:0:0:1 - - [17/Jul/2022:17:24:43 +1000] "GET /AjaxSearchExample1/AjaxSearch2.jsp?val=me HTTP/1.1" 200 66
0:0:0:0:0:0:0:1 - - [17/Jul/2022:17:24:43 +1000] "GET /AjaxSearchExample1/AjaxSearch2.jsp?val=m HTTP/1.1" 200 66
0:0:0:0:0:0:0:1 - - [17/Jul/2022:17:24:43 +1000] "GET /AjaxSearchExample1/AjaxSearch2.jsp?val= HTTP/1.1" 200 40
0:0:0:0:0:0:0:1 - - [17/Jul/2022:17:24:43 +1000] "GET /AjaxSearchExample1/AjaxSearch2.jsp?val= HTTP/1.1" 200 40
0:0:0:0:0:0:0:1 - - [17/Jul/2022:17:24:58 +1000] "GET /AjaxSearchExample1/index.jsp HTTP/1.1" 200 1254
0:0:0:0:0:0:0:1 - - [17/Jul/2022:17:24:58 +1000] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [17/Jul/2022:17:25:02 +1000] "GET /AjaxSearchExample1/AjaxSearch.jsp?val=m HTTP/1.1" 200 541
